song_key,song_name,kind,t_start,t_end
Taylor Swift - Cruel Summer (Official Audio).mp3,Taylor Swift - Cruel Summer (Official Audio),drop,29.64,
Taylor Swift - Cruel Summer (Official Audio).mp3,Taylor Swift - Cruel Summer (Official Audio),hook,29.62,48.91
"The Kid LAROI, Justin Bieber - STAY (Official Video).mp3","The Kid LAROI, Justin Bieber - STAY (Official Video)",drop,50.69,
"The Kid LAROI, Justin Bieber - STAY (Official Video).mp3","The Kid LAROI, Justin Bieber - STAY (Official Video)",drop,64.82,
"The Kid LAROI, Justin Bieber - STAY (Official Video).mp3","The Kid LAROI, Justin Bieber - STAY (Official Video)",hook,64.80,87.35
The Weeknd - Blinding Lights (Official Video).mp3,The Weeknd - Blinding Lights (Official Video),drop,62.15,
The Weeknd - Blinding Lights (Official Video).mp3,The Weeknd - Blinding Lights (Official Video),drop,84.58,
The Weeknd - Blinding Lights (Official Video).mp3,The Weeknd - Blinding Lights (Official Video),hook,84.57,106.72
The Weeknd - Save Your Tears (Official Music Video).mp3,The Weeknd - Save Your Tears (Official Music Video),drop,58.98,
The Weeknd - Save Your Tears (Official Music Video).mp3,The Weeknd - Save Your Tears (Official Music Video),drop,85.94,
The Weeknd - Save Your Tears (Official Music Video).mp3,The Weeknd - Save Your Tears (Official Music Video),hook,85.92,98.26
"The Weeknd, JENNIE, Lily-Rose Depp - One Of The Girls (Official Video).mp3","The Weeknd, JENNIE, Lily-Rose Depp - One Of The Girls (Official Video)",drop,27.54,
"The Weeknd, JENNIE, Lily-Rose Depp - One Of The Girls (Official Video).mp3","The Weeknd, JENNIE, Lily-Rose Depp - One Of The Girls (Official Video)",drop,82.32,
"The Weeknd, JENNIE, Lily-Rose Depp - One Of The Girls (Official Video).mp3","The Weeknd, JENNIE, Lily-Rose Depp - One Of The Girls (Official Video)",hook,82.33,115.13
TONES AND I - DANCE MONKEY (OFFICIAL VIDEO).mp3,TONES AND I - DANCE MONKEY (OFFICIAL VIDEO),drop,64.57,
TONES AND I - DANCE MONKEY (OFFICIAL VIDEO).mp3,TONES AND I - DANCE MONKEY (OFFICIAL VIDEO),hook,64.53,83.83
Travis Scott - SICKO MODE ft. Drake.mp3,Travis Scott - SICKO MODE ft. Drake,drop,64.82,
Travis Scott - SICKO MODE ft. Drake.mp3,Travis Scott - SICKO MODE ft. Drake,hook,64.80,98.23
Don't You Worry Child.mp3,Don't You Worry Child,drop,116.98,
Don't You Worry Child.mp3,Don't You Worry Child,drop,160.01,
Don't You Worry Child.mp3,Don't You Worry Child,hook,116.99,131.10
Fire Fire.mp3,Fire Fire,drop,39.79,
Fire Fire.mp3,Fire Fire,hook,39.80,55.09
Ghost - Justin Bieber (128k).mp3,Ghost - Justin Bieber (128k),drop,37.85,
Ghost - Justin Bieber (128k).mp3,Ghost - Justin Bieber (128k),drop,63.56,
Ghost - Justin Bieber (128k).mp3,Ghost - Justin Bieber (128k),hook,38.12,63.57
God's Plan - Drake (128k).mp3,God's Plan - Drake (128k),drop,40.28,
God's Plan - Drake (128k).mp3,God's Plan - Drake (128k),drop,93.12,
God's Plan - Drake (128k).mp3,God's Plan - Drake (128k),hook,87.73,93.28
Losing It.mp3,Losing It,drop,30.70,
Losing It.mp3,Losing It,hook,30.68,45.82
luther.mp3,luther,drop,12.32,
luther.mp3,luther,drop,32.99,
luther.mp3,luther,hook,12.32,32.98
Not Like Us - Kendrick Lamar (128k).mp3,Not Like Us - Kendrick Lamar (128k),drop,7.15,
Not Like Us - Kendrick Lamar (128k).mp3,Not Like Us - Kendrick Lamar (128k),drop,74.23,
Not Like Us - Kendrick Lamar (128k).mp3,Not Like Us - Kendrick Lamar (128k),hook,73.88,91.49
Ride It.mp3,Ride It,drop,51.46,
Ride It.mp3,Ride It,drop,145.93,
Ride It.mp3,Ride It,hook,51.45,71.63
Talk To You (ft 54 Ultra).mp3,Talk To You (ft 54 Ultra),drop,73.09,
Talk To You (ft 54 Ultra).mp3,Talk To You (ft 54 Ultra),hook,73.09,97.15
"''Tujhe Bhula Diya (Full Song) Anjaana Anjaani  Ranbir Kapoor, Priyanka Chopra.mp3","''Tujhe Bhula Diya (Full Song) Anjaana Anjaani  Ranbir Kapoor, Priyanka Chopra",drop,44.26,
"''Tujhe Bhula Diya (Full Song) Anjaana Anjaani  Ranbir Kapoor, Priyanka Chopra.mp3","''Tujhe Bhula Diya (Full Song) Anjaana Anjaani  Ranbir Kapoor, Priyanka Chopra",drop,58.84,
"''Tujhe Bhula Diya (Full Song) Anjaana Anjaani  Ranbir Kapoor, Priyanka Chopra.mp3","''Tujhe Bhula Diya (Full Song) Anjaana Anjaani  Ranbir Kapoor, Priyanka Chopra",hook,58.86,81.76
52 Bars  (Official Video) Karan Aujla  Ikky  Four You EP  First Song  Latest Punjabi Songs 2023.mp3,52 Bars  (Official Video) Karan Aujla  Ikky  Four You EP  First Song  Latest Punjabi Songs 2023,drop,16.68,
52 Bars  (Official Video) Karan Aujla  Ikky  Four You EP  First Song  Latest Punjabi Songs 2023.mp3,52 Bars  (Official Video) Karan Aujla  Ikky  Four You EP  First Song  Latest Punjabi Songs 2023,hook,16.65,45.90
Admirin' You (Official Video) Karan Aujla  Making Memories  Latest Punjabi Songs 2023.mp3,Admirin' You (Official Video) Karan Aujla  Making Memories  Latest Punjabi Songs 2023,drop,25.24,
Admirin' You (Official Video) Karan Aujla  Making Memories  Latest Punjabi Songs 2023.mp3,Admirin' You (Official Video) Karan Aujla  Making Memories  Latest Punjabi Songs 2023,hook,14.50,35.80
AGAR TUM SAATH HO.mp3,AGAR TUM SAATH HO,drop,125.67,
AGAR TUM SAATH HO.mp3,AGAR TUM SAATH HO,hook,156.17,168.16
"Besharam Rang Song  Pathaan  Shah Rukh Khan, Deepika Padukone  Vishal & Sheykhar  Shilpa, Kumaar.mp3","Besharam Rang Song  Pathaan  Shah Rukh Khan, Deepika Padukone  Vishal & Sheykhar  Shilpa, Kumaar",drop,58.07,
"Besharam Rang Song  Pathaan  Shah Rukh Khan, Deepika Padukone  Vishal & Sheykhar  Shilpa, Kumaar.mp3","Besharam Rang Song  Pathaan  Shah Rukh Khan, Deepika Padukone  Vishal & Sheykhar  Shilpa, Kumaar",hook,57.10,74.50
Boyfriend.mp3,Boyfriend,drop,11.03,
Boyfriend.mp3,Boyfriend,hook,30.31,46.02
"Chal Chaiya Chaiya (( Jhankar )) Shahrukh Khan, Sukhwinder Singh  Sapna Awasthi, Malaika Arora.mp3","Chal Chaiya Chaiya (( Jhankar )) Shahrukh Khan, Sukhwinder Singh  Sapna Awasthi, Malaika Arora",drop,50.16,
"Chal Chaiya Chaiya (( Jhankar )) Shahrukh Khan, Sukhwinder Singh  Sapna Awasthi, Malaika Arora.mp3","Chal Chaiya Chaiya (( Jhankar )) Shahrukh Khan, Sukhwinder Singh  Sapna Awasthi, Malaika Arora",hook,45.05,65.88
Dhundhala.mp3,Dhundhala,drop,9.65,
Dhundhala.mp3,Dhundhala,hook,9.00,28.28
Dil Chahta Hai.mp3,Dil Chahta Hai,drop,19.09,
Dil Chahta Hai.mp3,Dil Chahta Hai,hook,19.08,50.50
Dil Ye Bekarar Kyun Hai  Players  Abhishek Bachchan  Sonam Kapoor.mp3,Dil Ye Bekarar Kyun Hai  Players  Abhishek Bachchan  Sonam Kapoor,drop,42.66,
Dil Ye Bekarar Kyun Hai  Players  Abhishek Bachchan  Sonam Kapoor.mp3,Dil Ye Bekarar Kyun Hai  Players  Abhishek Bachchan  Sonam Kapoor,hook,41.99,68.94
Doobey (From Gehraiyaan).mp3,Doobey (From Gehraiyaan),drop,40.86,
Doobey (From Gehraiyaan).mp3,Doobey (From Gehraiyaan),hook,32.84,72.83
"Dooriyan - Lyrical Video  Love Aaj Kal  Saif Ali Khan, Deepika Padukone  Mohit Chauhan  Pritam.mp3","Dooriyan - Lyrical Video  Love Aaj Kal  Saif Ali Khan, Deepika Padukone  Mohit Chauhan  Pritam",drop,46.18,
"Dooriyan - Lyrical Video  Love Aaj Kal  Saif Ali Khan, Deepika Padukone  Mohit Chauhan  Pritam.mp3","Dooriyan - Lyrical Video  Love Aaj Kal  Saif Ali Khan, Deepika Padukone  Mohit Chauhan  Pritam",hook,45.14,65.87
Enna Sona (From OK Jaanu).mp3,Enna Sona (From OK Jaanu),hook,9.77,37.51
Excuses (Official Video)  AP Dhillon  Gurinder Gill  Intense.mp3,Excuses (Official Video)  AP Dhillon  Gurinder Gill  Intense,drop,39.82,
Excuses (Official Video)  AP Dhillon  Gurinder Gill  Intense.mp3,Excuses (Official Video)  AP Dhillon  Gurinder Gill  Intense,hook,39.80,71.36
Gehra Hua.mp3,Gehra Hua,drop,94.06,
Gehra Hua.mp3,Gehra Hua,hook,62.29,93.45
Haseen.mp3,Haseen,drop,32.76,
Haseen.mp3,Haseen,hook,10.91,32.70
Heeriye (feat. Arijit Singh).mp3,Heeriye (feat. Arijit Singh),drop,37.13,
Heeriye (feat. Arijit Singh).mp3,Heeriye (feat. Arijit Singh),hook,37.14,64.51
Hum Pyaar Karne Wale (From Dhurandhar The Revenge) (Feat. Qveen Herby).mp3,Hum Pyaar Karne Wale (From Dhurandhar The Revenge) (Feat. Qveen Herby),drop,75.55,
Hum Pyaar Karne Wale (From Dhurandhar The Revenge) (Feat. Qveen Herby).mp3,Hum Pyaar Karne Wale (From Dhurandhar The Revenge) (Feat. Qveen Herby),hook,48.11,74.37
Iktara.mp3,Iktara,drop,70.59,
Iktara.mp3,Iktara,hook,70.56,94.54
ILAHI.mp3,ILAHI,hook,51.21,83.01
Ishq Jalakar - Karvaan.mp3,Ishq Jalakar - Karvaan,drop,95.43,
Ishq Jalakar - Karvaan.mp3,Ishq Jalakar - Karvaan,hook,87.19,111.73
Jugni Ji.mp3,Jugni Ji,drop,10.21,
Jugni Ji.mp3,Jugni Ji,hook,9.63,30.41
Kesariya - Brahmāstra  Ranbir Kapoor  Alia Bhatt  Pritam  Arijit Singh  Amitabh Bhattacharya4K.mp3,Kesariya - Brahmāstra  Ranbir Kapoor  Alia Bhatt  Pritam  Arijit Singh  Amitabh Bhattacharya4K,drop,51.18,
Kesariya - Brahmāstra  Ranbir Kapoor  Alia Bhatt  Pritam  Arijit Singh  Amitabh Bhattacharya4K.mp3,Kesariya - Brahmāstra  Ranbir Kapoor  Alia Bhatt  Pritam  Arijit Singh  Amitabh Bhattacharya4K,hook,49.57,68.81
Khayaal.mp3,Khayaal,drop,19.34,
Khayaal.mp3,Khayaal,drop,40.83,
Khayaal.mp3,Khayaal,hook,18.42,38.57
"Khuda Jaane  Full Song  Bachna Ae Haseeno  Ranbir Kapoor, Deepika  Vishal & Shekhar, KK, Shilpa.mp3","Khuda Jaane  Full Song  Bachna Ae Haseeno  Ranbir Kapoor, Deepika  Vishal & Shekhar, KK, Shilpa",drop,60.15,
"Khuda Jaane  Full Song  Bachna Ae Haseeno  Ranbir Kapoor, Deepika  Vishal & Shekhar, KK, Shilpa.mp3","Khuda Jaane  Full Song  Bachna Ae Haseeno  Ranbir Kapoor, Deepika  Vishal & Shekhar, KK, Shilpa",hook,59.20,84.11
Kun Faya Kun.mp3,Kun Faya Kun,drop,88.44,
Kun Faya Kun.mp3,Kun Faya Kun,hook,87.74,109.51
Lutt Le Gaya.mp3,Lutt Le Gaya,drop,61.06,
Lutt Le Gaya.mp3,Lutt Le Gaya,hook,60.38,92.50
"Lyrical _ 'Der Lagi Lekin'  Zindagi Na Milegi Dobara  Hrithik Roshan, Farhan Akhtar.mp3","Lyrical   'Der Lagi Lekin'  Zindagi Na Milegi Dobara  Hrithik Roshan, Farhan Akhtar",drop,17.66,
"Lyrical _ 'Der Lagi Lekin'  Zindagi Na Milegi Dobara  Hrithik Roshan, Farhan Akhtar.mp3","Lyrical   'Der Lagi Lekin'  Zindagi Na Milegi Dobara  Hrithik Roshan, Farhan Akhtar",drop,65.24,
"Lyrical _ 'Der Lagi Lekin'  Zindagi Na Milegi Dobara  Hrithik Roshan, Farhan Akhtar.mp3","Lyrical   'Der Lagi Lekin'  Zindagi Na Milegi Dobara  Hrithik Roshan, Farhan Akhtar",hook,18.53,50.96
Maan Meri Jaan.mp3,Maan Meri Jaan,drop,50.95,
Maan Meri Jaan.mp3,Maan Meri Jaan,hook,49.55,71.90
Maula Mere Maula  Anwar (2007)  Siddharth Koirala  Nauheed Cyrusi Bollywood Romantic Song.mp3,Maula Mere Maula  Anwar (2007)  Siddharth Koirala  Nauheed Cyrusi Bollywood Romantic Song,drop,76.64,
Maula Mere Maula  Anwar (2007)  Siddharth Koirala  Nauheed Cyrusi Bollywood Romantic Song.mp3,Maula Mere Maula  Anwar (2007)  Siddharth Koirala  Nauheed Cyrusi Bollywood Romantic Song,hook,52.95,77.01
"Mera Yaar Lyric Video - Bhaag Milkha BhaagFarhan Akhtar, Sonam KapoorJaved Bashir.mp3","Mera Yaar Lyric Video - Bhaag Milkha BhaagFarhan Akhtar, Sonam KapoorJaved Bashir",hook,57.50,79.08
Naal Nachna.mp3,Naal Nachna,drop,38.16,
Naal Nachna.mp3,Naal Nachna,hook,37.39,51.86
Nadaan Parinde.mp3,Nadaan Parinde,drop,70.66,
Nadaan Parinde.mp3,Nadaan Parinde,drop,124.68,
Nadaan Parinde.mp3,Nadaan Parinde,hook,70.11,124.21
O Humdum Suniyo Re.mp3,O Humdum Suniyo Re,drop,22.94,
O Humdum Suniyo Re.mp3,O Humdum Suniyo Re,hook,21.87,57.68
Pehle Bhi Main.mp3,Pehle Bhi Main,drop,63.53,
Pehle Bhi Main.mp3,Pehle Bhi Main,hook,62.69,88.50
Phir Le Aya Dil (Reprise).mp3,Phir Le Aya Dil (Reprise),drop,111.78,
Phir Le Aya Dil (Reprise).mp3,Phir Le Aya Dil (Reprise),hook,51.03,73.03
Raabta.mp3,Raabta,hook,73.32,97.35
SAADA PYAAR - AP DHILLON  MONEY MUSIK.mp3,SAADA PYAAR - AP DHILLON  MONEY MUSIK,drop,52.90,
SAADA PYAAR - AP DHILLON  MONEY MUSIK.mp3,SAADA PYAAR - AP DHILLON  MONEY MUSIK,hook,52.41,73.83
SAFARNAMA.mp3,SAFARNAMA,hook,21.03,65.46
Sahiba.mp3,Sahiba,drop,77.30,
Sahiba.mp3,Sahiba,hook,67.58,86.97
Saiyaara.mp3,Saiyaara,hook,64.61,85.41
SOFTLY (Official Music Video) KARAN AUJLA  IKKY  LATEST PUNJABI SONGS 2023.mp3,SOFTLY (Official Music Video) KARAN AUJLA  IKKY  LATEST PUNJABI SONGS 2023,drop,31.77,
SOFTLY (Official Music Video) KARAN AUJLA  IKKY  LATEST PUNJABI SONGS 2023.mp3,SOFTLY (Official Music Video) KARAN AUJLA  IKKY  LATEST PUNJABI SONGS 2023,hook,32.40,42.68
Soulmate.mp3,Soulmate,drop,43.24,
Soulmate.mp3,Soulmate,drop,62.43,
Soulmate.mp3,Soulmate,hook,42.60,61.86
SUNIYAN SUNIYAN (Official Video) Juss x MixSingh x Teji Sandhu  Punjabi Songs 2024.mp3,SUNIYAN SUNIYAN (Official Video) Juss x MixSingh x Teji Sandhu  Punjabi Songs 2024,drop,34.15,
SUNIYAN SUNIYAN (Official Video) Juss x MixSingh x Teji Sandhu  Punjabi Songs 2024.mp3,SUNIYAN SUNIYAN (Official Video) Juss x MixSingh x Teji Sandhu  Punjabi Songs 2024,hook,19.56,56.26
Tera Ban Jaunga.mp3,Tera Ban Jaunga,drop,56.60,
Tera Ban Jaunga.mp3,Tera Ban Jaunga,hook,44.83,81.96
Tere Bin.mp3,Tere Bin,drop,60.09,
Tere Bin.mp3,Tere Bin,hook,23.15,59.84
Tere bina.mp3,Tere bina,drop,27.38,
Tere bina.mp3,Tere bina,hook,13.69,63.61
Thodi Si Daaru.mp3,Thodi Si Daaru,drop,14.07,
Thodi Si Daaru.mp3,Thodi Si Daaru,hook,13.79,37.89
TUM SE HI.mp3,TUM SE HI,drop,82.20,
TUM SE HI.mp3,TUM SE HI,hook,66.58,80.99
Tumhi Ho Bandhu 2.0  Cocktail 2  Neeraj & Kavita  Bollywood Song  2026  MusicBeyondYours.mp3,Tumhi Ho Bandhu 2.0  Cocktail 2  Neeraj & Kavita  Bollywood Song  2026  MusicBeyondYours,hook,24.95,53.28
Uff Teri Adaa (Full Song).mp3,Uff Teri Adaa (Full Song),drop,82.12,
Uff Teri Adaa (Full Song).mp3,Uff Teri Adaa (Full Song),hook,82.02,111.93
Vaari Jaavan (From Dhurandhar The Revenge) (Feat. Reble).mp3,Vaari Jaavan (From Dhurandhar The Revenge) (Feat. Reble),drop,71.24,
Vaari Jaavan (From Dhurandhar The Revenge) (Feat. Reble).mp3,Vaari Jaavan (From Dhurandhar The Revenge) (Feat. Reble),hook,70.70,86.89
Ve Maahi.mp3,Ve Maahi,hook,28.30,46.10
With You - AP Dhillon (Official Music Video).mp3,With You - AP Dhillon (Official Music Video),drop,18.97,
With You - AP Dhillon (Official Music Video).mp3,With You - AP Dhillon (Official Music Video),hook,18.96,51.58
Woh Lamhe Woh Baatein.mp3,Woh Lamhe Woh Baatein,hook,43.37,70.52
